"LOCUS"	"SYMBOL"	"SYNOYM"	"LENGTH"	"START"	"STOP"	"STRAND"	"NAME"	"CHROMOSOME"	"ANNOTATION"	"ANNOTATION NAME"		
"PITG_05597"			897	3987321	3988217	"-"	"conserved hypothetical protein"	7				
"PITG_05597"			897	3987321	3988217	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF02900.10"	"LigB"	"Catalytic LigB subunit of aromatic ring-opening dioxygenase"
"PITG_05598"			884	3988745	3989628	"+"	"conserved hypothetical protein"	7				
"PITG_05598"			884	3988745	3989628	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF02900.10"	"LigB"	"Catalytic LigB subunit of aromatic ring-opening dioxygenase"
"PITG_05599"			632	3989751	3990382	"-"	"conserved hypothetical protein"	7				
"PITG_05599"			632	3989751	3990382	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF09446.2"	"VMA21"	"VMA21-like domain"
"PITG_05600"			2008	3990484	3992491	"+"	"metalloprotease family M67C, putative"	7				
"PITG_05600"			2008	3990484	3992491	"+"	"metalloprotease family M67C, putative"	7	"Pfam"	"PF01398.13"	"Mov34"	"Mov34/MPN/PAD-1 family"
"PITG_05601"			1098	3992579	3993676	"-"	"conserved hypothetical protein"	7				
"PITG_05601"			1098	3992579	3993676	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF05093.5"	"DUF689"	"Anamorsin family"
"PITG_05602"			291	3994854	3995144	"+"	"conserved hypothetical protein"	7				
"PITG_05603"			1188	3995676	3996863	"+"	"conserved hypothetical protein"	7				
"PITG_05603"			1188	3995676	3996863	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF00013.21"	"KH_1"	"KH domain"
"PITG_05604"			1808	3997136	3998943	"+"	"conserved hypothetical protein"	7				
"PITG_05605"			2076	3999555	4001630	"+"	"radial spoke head protein, putative"	7				
"PITG_05605"			2076	3999555	4001630	"+"	"radial spoke head protein, putative"	7	"Pfam"	"PF02493.12"	"MORN"	"MORN repeat"
"PITG_05606"			2317	4001643	4003959	"-"	"sporangia induced hypothetical protein"	7				
"PITG_05606"			2317	4001643	4003959	"-"	"sporangia induced hypothetical protein"	7	"Pfam"	"PF00024.18"	"PAN_1"	"PAN domain"
"PITG_05607"			5378	4004202	4009579	"-"	"formin-homology 2 domain-containing protein"	7				
"PITG_05607"			5378	4004202	4009579	"-"	"formin-homology 2 domain-containing protein"	7	"Pfam"	"PF02181.15"	"FH2"	"Formin Homology 2 Domain"
"PITG_05607"			5378	4004202	4009579	"-"	"formin-homology 2 domain-containing protein"	7	"Pfam"	"PF10152.1"	"DUF2360"	"Predicted coiled-coil domain-containing protein (DUF2360)"
"PITG_05608"			3096	4010500	4013595	"+"	"transmembrane protein, putative"	7				
"PITG_05608"			3096	4010500	4013595	"+"	"transmembrane protein, putative"	7	"Pfam"	"PF09773.1"	"Meckelin"	"Meckelin (Transmembrane protein 67)"
"PITG_05609"			1362	4013607	4014968	"-"	"conserved hypothetical protein"	7				
"PITG_05609"			1362	4013607	4014968	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF07915.5"	"PRKCSH"	"Glucosidase II beta subunit-like protein"
"PITG_05610"			1132	4016119	4017250	"+"	"conserved hypothetical protein"	7				
"PITG_05611"			1091	4017306	4018396	"-"	"conserved hypothetical protein"	7				
"PITG_05611"			1091	4017306	4018396	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00787.16"	"PX"	"PX domain"
"PITG_05613"			1884	4024756	4026639	"+"	"conserved hypothetical protein"	7				
"PITG_05614"			1206	4028500	4029705	"+"	"conserved hypothetical protein"	7				
"PITG_05614"			1206	4028500	4029705	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF01609.13"	"Transposase_11"	"Transposase DDE domain"
"PITG_05615"			2304	4032496	4034799	"+"	"pyrophosphate-energized vacuolar membrane proton pump, putative"	7				
"PITG_05615"			2304	4032496	4034799	"+"	"pyrophosphate-energized vacuolar membrane proton pump, putative"	7	"Pfam"	"PF03030.8"	"H_PPase"	"Inorganic H+ pyrophosphatase"
"PITG_05615"			2304	4032496	4034799	"+"	"pyrophosphate-energized vacuolar membrane proton pump, putative"	7	"Pfam"	"TIGR01104"	"V_PPase"	"V-type H(+)-translocating pyrophosphatase"
"PITG_05616"			1607	4035988	4037594	"+"	"UDP-glucose 4-epimerase, putative"	7				
"PITG_05616"			1607	4035988	4037594	"+"	"UDP-glucose 4-epimerase, putative"	7	"Pfam"	"PF01370.13"	"Epimerase"	"NAD dependent epimerase/dehydratase family"
"PITG_05617"			1400	4038045	4039444	"+"	"UDP-glucose 4-epimerase, putative"	7				
"PITG_05617"			1400	4038045	4039444	"+"	"UDP-glucose 4-epimerase, putative"	7	"Pfam"	"PF01370.13"	"Epimerase"	"NAD dependent epimerase/dehydratase family"
"PITG_05618"			2410	4040484	4042893	"+"	"phosphatidylinositol 4-phosphate 5-kinase (PIPK-D3/GPCR-PIPK)"	7				
"PITG_05618"			2410	4040484	4042893	"+"	"phosphatidylinositol 4-phosphate 5-kinase (PIPK-D3/GPCR-PIPK)"	7	"Pfam"	"PF01504.10"	"PIP5K"	"Phosphatidylinositol-4-phosphate 5-Kinase"
"PITG_05619"			1496	4042988	4044483	"-"	"conserved hypothetical protein"	7				
"PITG_05619"			1496	4042988	4044483	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF02197.9"	"RIIa"	"Regulatory subunit of type II PKA R-subunit"
"PITG_05620"			1620	4045201	4046820	"+"	"transmembrane protein, putative"	7				
"PITG_05621"			1835	4046921	4048755	"-"	"conserved hypothetical protein"	7				
"PITG_05621"			1835	4046921	4048755	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF05653.6"	"DUF803"	"Protein of unknown function (DUF803)"
"PITG_05622"			1762	4048905	4050666	"+"	"conserved hypothetical protein"	7				
"PITG_05622"			1762	4048905	4050666	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF07534.8"	"TLD"	"TLD"
"PITG_05623"			2699	4050841	4053539	"-"	"conserved hypothetical protein"	7				
"PITG_05623"			2699	4050841	4053539	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_05627"			2431	4094929	4097359	"+"	"conserved hypothetical protein"	7				
"PITG_05628"			806	4097735	4098540	"+"	"hypothetical protein"	7				
"PITG_05628"			806	4097735	4098540	"+"	"hypothetical protein"	7	"Pfam"	"PF06645.5"	"SPC12"	"Microsomal signal peptidase 12 kDa subunit (SPC12)"
"PITG_05629"			1901	4099232	4101132	"+"	"Poly(A) polymerase, putative"	7				
"PITG_05629"			1901	4099232	4101132	"+"	"Poly(A) polymerase, putative"	7	"Pfam"	"PF00098.15"	"zf-CCHC"	"Zinc knuckle"
"PITG_05629"			1901	4099232	4101132	"+"	"Poly(A) polymerase, putative"	7	"Pfam"	"PF03828.11"	"PAP_assoc"	"Poly(A) polymerase"
"PITG_05630"			1009	4101538	4102546	"+"	"U3 small nucleolar ribonucleoprotein protein IMP4"	7				
"PITG_05630"			1009	4101538	4102546	"+"	"U3 small nucleolar ribonucleoprotein protein IMP4"	7	"Pfam"	"PF04427.10"	"Brix"	"Brix domain"
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7				
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7	"Pfam"	"PF00023.22"	"Ank"	"Ankyrin repeat"
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7	"Pfam"	"PF00063.13"	"Myosin_head"	"Myosin head (motor domain)"
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7	"Pfam"	"PF00169.21"	"PH"	"PH domain"
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_05631"			6372	4102205	4108576	"-"	"myosin-like protein"	7	"Pfam"	"PF02736.11"	"Myosin_N"	"Myosin N-terminal SH3-like domain"
"PITG_05632"			1369	4109189	4110557	"+"	"conserved hypothetical protein"	7				
"PITG_05632"			1369	4109189	4110557	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF03133.7"	"TTL"	"Tubulin-tyrosine ligase family"
"PITG_05633"			3358	4110623	4113980	"-"	"conserved hypothetical protein"	7				
"PITG_05634"			1687	4114079	4115765	"+"	"hypothetical protein"	7				
"PITG_05634"			1687	4114079	4115765	"+"	"hypothetical protein"	7	"Pfam"	"PF00249.23"	"Myb_DNA-binding"	"Myb-like DNA-binding domain"
"PITG_05635"			1845	4115867	4117711	"-"	"conserved hypothetical protein"	7				
"PITG_05635"			1845	4115867	4117711	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00628.21"	"PHD"	"PHD-finger"
"PITG_05636"			1192	4117905	4119096	"-"	"transaldolase"	7				
"PITG_05636"			1192	4117905	4119096	"-"	"transaldolase"	7	"Pfam"	"PF00923.11"	"Transaldolase"	"Transaldolase"
"PITG_05636"			1192	4117905	4119096	"-"	"transaldolase"	7	"Pfam"	"TIGR00874"	"talAB"	"transaldolase"
"PITG_05637"			1130	4119478	4120607	"-"	"S-adenosylmethionine mitochondrial carrier protein, putative"	7				
"PITG_05637"			1130	4119478	4120607	"-"	"S-adenosylmethionine mitochondrial carrier protein, putative"	7	"Pfam"	"PF00153.19"	"Mito_carr"	"Mitochondrial carrier protein"
"PITG_05638"			1931	4120883	4122813	"+"	"GTPase, putative"	7				
"PITG_05638"			1931	4120883	4122813	"+"	"GTPase, putative"	7	"Pfam"	"PF01926.15"	"MMR_HSR1"	"GTPase of unknown function"
"PITG_05638"			1931	4120883	4122813	"+"	"GTPase, putative"	7	"Pfam"	"PF02824.13"	"TGS"	"TGS domain"
"PITG_05638"			1931	4120883	4122813	"+"	"GTPase, putative"	7	"Pfam"	"TIGR00231"	"small_GTP"	"small GTP-binding protein domain"
"PITG_05639"			810	4123097	4123906	"-"	"conserved hypothetical protein"	7				
"PITG_05640"			1482	4124772	4126253	"+"	"conserved hypothetical protein"	7				
"PITG_05640"			1482	4124772	4126253	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF00501.20"	"AMP-binding"	"AMP-binding enzyme"
"PITG_05642"			1283	4134232	4135514	"-"	"WD domain-containing protein, putative"	7				
"PITG_05642"			1283	4134232	4135514	"-"	"WD domain-containing protein, putative"	7	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_05643"			3228	4135715	4138942	"+"	"hypothetical protein"	7				
"PITG_05643"			3228	4135715	4138942	"+"	"hypothetical protein"	7	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_05644"			4944	4138948	4143891	"-"	"phosphatidylinositol-3-phosphate 5-kinase"	7				
"PITG_05644"			4944	4138948	4143891	"-"	"phosphatidylinositol-3-phosphate 5-kinase"	7	"Pfam"	"PF01363.13"	"FYVE"	"FYVE zinc finger"
"PITG_05644"			4944	4138948	4143891	"-"	"phosphatidylinositol-3-phosphate 5-kinase"	7	"Pfam"	"PF01504.10"	"PIP5K"	"Phosphatidylinositol-4-phosphate 5-Kinase"
"PITG_05649"			2220	4194558	4196777	"-"	"glutamyl-tRNA synthetase, putative"	7				
"PITG_05649"			2220	4194558	4196777	"-"	"glutamyl-tRNA synthetase, putative"	7	"Pfam"	"PF00749.13"	"tRNA-synt_1c"	"tRNA synthetases class I (E and Q), catalytic domain"
"PITG_05649"			2220	4194558	4196777	"-"	"glutamyl-tRNA synthetase, putative"	7	"Pfam"	"TIGR00464"	"gltX_bact"	"glutamyl-tRNA synthetase"
"PITG_05650"			2515	4197083	4199597	"-"	"conserved hypothetical protein"	7				
"PITG_05651"			1052	4199695	4200746	"-"	"hypothetical protein"	7				
"PITG_05652"			519	4200908	4201426	"-"	"conserved hypothetical protein"	7				
"PITG_05653"			3478	4201649	4205126	"-"	"protein kinase, putative"	7				
"PITG_05653"			3478	4201649	4205126	"-"	"protein kinase, putative"	7	"Pfam"	"PF00069.17"	"Pkinase"	"Protein kinase domain"
"PITG_05653"			3478	4201649	4205126	"-"	"protein kinase, putative"	7	"Pfam"	"PF07714.9"	"Pkinase_Tyr"	"Protein tyrosine kinase"
"PITG_05654"			623	4206358	4206980	"+"	"conserved hypothetical protein"	7				
"PITG_05655"			5861	4206918	4212778	"-"	"conserved hypothetical protein"	7				
"PITG_05655"			5861	4206918	4212778	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00036.24"	"efhand"	"EF hand"
"PITG_05655"			5861	4206918	4212778	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00397.18"	"WW"	"WW domain"
"PITG_05656"			4811	4212961	4217771	"+"	"WD domain-containing protein, putative"	7				
"PITG_05656"			4811	4212961	4217771	"+"	"WD domain-containing protein, putative"	7	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_05657"			789	4218970	4219758	"+"	"conserved hypothetical protein"	7				
"PITG_05657"			789	4218970	4219758	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF00097.17"	"zf-C3HC4"	"Zinc finger, C3HC4 type (RING finger)"
"PITG_05658"			2647	4219874	4222520	"-"	"conserved hypothetical protein"	7				
"PITG_05659"			1291	4222699	4223989	"-"	"conserved hypothetical protein"	7				
"PITG_05659"			1291	4222699	4223989	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF05670.5"	"DUF814"	"Domain of unknown function (DUF814)"
"PITG_05660"			1218	4224640	4225857	"+"	"putative GPI-anchored serine rich tenascin-like glycoprotein"	7				
"PITG_05660"			1218	4224640	4225857	"+"	"putative GPI-anchored serine rich tenascin-like glycoprotein"	7	"Pfam"	"PF07974.5"	"EGF_2"	"EGF-like domain"
"PITG_05661"			1382	4230386	4231767	"+"	"conserved hypothetical protein"	7				
"PITG_05662"			531	4241992	4242522	"-"	"hypothetical protein"	7				
"PITG_05663"			356	4242802	4243157	"-"	"conserved hypothetical protein"	7				
"PITG_05664"			2092	4243940	4246031	"-"	"choline/Carnitine O-acyltransferase, putative"	7				
"PITG_05664"			2092	4243940	4246031	"-"	"choline/Carnitine O-acyltransferase, putative"	7	"Pfam"	"PF00755.12"	"Carn_acyltransf"	"Choline/Carnitine o-acyltransferase"
"PITG_05665"			893	4246247	4247139	"-"	"conserved hypothetical protein"	7				
"PITG_05666"			240	4248044	4248283	"+"	"small nuclear ribonucleoprotein E"	7				
"PITG_05666"			240	4248044	4248283	"+"	"small nuclear ribonucleoprotein E"	7	"Pfam"	"PF01423.14"	"LSM"	"LSM domain"
"PITG_05667"			3618	4248465	4252082	"-"	"vacuolar protein sorting-associated protein, putative"	7				
"PITG_05667"			3618	4248465	4252082	"-"	"vacuolar protein sorting-associated protein, putative"	7	"Pfam"	"PF07928.4"	"Vps54"	"Vps54-like protein"
"PITG_05668"			1771	4252185	4253955	"-"	"conserved hypothetical protein"	7				
"PITG_05669"			2501	4254456	4256956	"+"	"conserved hypothetical protein"	7				
"PITG_05669"			2501	4254456	4256956	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF01764.17"	"Lipase_3"	"Lipase (class 3)"
"PITG_05669"			2501	4254456	4256956	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF04127.7"	"DFP"	"DNA / pantothenate metabolism flavoprotein"
"PITG_05670"			1291	4257272	4258562	"-"	"cleavage induced conserved hypothetical protein"	7				
"PITG_05670"			1291	4257272	4258562	"-"	"cleavage induced conserved hypothetical protein"	7	"Pfam"	"PF00400.24"	"WD40"	"WD domain, G-beta repeat"
"PITG_05672"			1898	4260525	4262422	"-"	"conserved hypothetical protein"	7				
"PITG_05673"			795	4262737	4263531	"-"	"hypothetical protein"	7				
"PITG_05674"			1244	4263745	4264988	"+"	"peroxisome assembly protein, putative"	7				
"PITG_05674"			1244	4263745	4264988	"+"	"peroxisome assembly protein, putative"	7	"Pfam"	"PF04757.6"	"Pex2_Pex12"	"Pex2 / Pex12 amino terminal region"
"PITG_05675"			441	4265371	4265811	"-"	"histone, putative"	7				
"PITG_05675"			441	4265371	4265811	"-"	"histone, putative"	7	"Pfam"	"PF00125.16"	"Histone"	"Core histone H2A/H2B/H3/H4"
"PITG_05676"			468	4266185	4266652	"+"	"histone H4"	7				
"PITG_05676"			468	4266185	4266652	"+"	"histone H4"	7	"Pfam"	"PF00125.16"	"Histone"	"Core histone H2A/H2B/H3/H4"
"PITG_05677"			702	4267740	4268441	"-"	"conserved hypothetical protein"	7				
"PITG_05678"			2042	4268752	4270793	"+"	"conserved hypothetical protein"	7				
"PITG_05679"			2056	4270881	4272936	"-"	"replication protein A 70 kDa DNA-binding subunit, putative"	7				
"PITG_05679"			2056	4270881	4272936	"-"	"replication protein A 70 kDa DNA-binding subunit, putative"	7	"Pfam"	"PF01336.17"	"tRNA_anti"	"OB-fold nucleic acid binding domain"
"PITG_05679"			2056	4270881	4272936	"-"	"replication protein A 70 kDa DNA-binding subunit, putative"	7	"Pfam"	"PF04057.4"	"Rep-A_N"	"Replication factor-A protein 1, N-terminal domain"
"PITG_05679"			2056	4270881	4272936	"-"	"replication protein A 70 kDa DNA-binding subunit, putative"	7	"Pfam"	"PF08646.2"	"Rep_fac-A_C"	"Replication factor-A C terminal domain"
"PITG_05679"			2056	4270881	4272936	"-"	"replication protein A 70 kDa DNA-binding subunit, putative"	7	"Pfam"	"TIGR00617"	"rpa1"	"replication factor-a protein 1 (rpa1)"
"PITG_05680"			676	4273123	4273798	"+"	"conserved hypothetical protein"	7				
"PITG_05680"			676	4273123	4273798	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF02966.8"	"DIM1"	"Mitosis protein DIM1"
"PITG_05681"			1802	4273818	4275619	"-"	"conserved hypothetical protein"	7				
"PITG_05681"			1802	4273818	4275619	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00515.20"	"TPR_1"	"Tetratricopeptide repeat"
"PITG_05681"			1802	4273818	4275619	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF07719.9"	"TPR_2"	"Tetratricopeptide repeat"
"PITG_05682"			405	4275704	4276108	"+"	"conserved hypothetical protein"	7				
"PITG_05682"			405	4275704	4276108	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF01221.10"	"Dynein_light"	"Dynein light chain type 1"
"PITG_05683"			1770	4276635	4278404	"-"	"conserved hypothetical protein"	7				
"PITG_05683"			1770	4276635	4278404	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF04087.6"	"DUF389"	"Domain of unknown function (DUF389)"
"PITG_05683"			1770	4276635	4278404	"-"	"conserved hypothetical protein"	7	"Pfam"	"TIGR00271"	"TIGR00271"	"uncharacterized hydrophobic domain"
"PITG_05683"			1770	4276635	4278404	"-"	"conserved hypothetical protein"	7	"Pfam"	"TIGR00341"	"TIGR00341"	"conserved hypothetical protein TIGR00341"
"PITG_05684"			2802	4278737	4281538	"-"	"conserved hypothetical protein"	7				
"PITG_05684"			2802	4278737	4281538	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00612.19"	"IQ"	"IQ calmodulin-binding motif"
"PITG_05685"			3647	4281576	4285222	"-"	"transcription elongation factor SPT5, putative"	7				
"PITG_05685"			3647	4281576	4285222	"-"	"transcription elongation factor SPT5, putative"	7	"Pfam"	"PF03439.5"	"Supt5"	"Supt5 repeat"
"PITG_05686"			2021	4285491	4287511	"+"	"conserved hypothetical protein"	7				
"PITG_05687"			726	4288214	4288939	"-"	"conserved hypothetical protein"	7				
"PITG_05687"			726	4288214	4288939	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF00355.18"	"Rieske"	"Rieske [2Fe-2S] domain"
"PITG_05688"			1193	4289093	4290285	"+"	"splicing factor U2AF 35 kDa subunit"	7				
"PITG_05688"			1193	4289093	4290285	"+"	"splicing factor U2AF 35 kDa subunit"	7	"Pfam"	"PF00642.16"	"zf-CCCH"	"Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"PITG_05689"			1700	4290563	4292262	"-"	"conserved hypothetical protein"	7				
"PITG_05689"			1700	4290563	4292262	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF02985.14"	"HEAT"	"HEAT repeat"
"PITG_05689"			1700	4290563	4292262	"-"	"conserved hypothetical protein"	7	"Pfam"	"PF05004.5"	"IFRD"	"Interferon-related developmental regulator (IFRD)"
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7				
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7	"Pfam"	"PF00899.13"	"ThiF"	"ThiF family"
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7	"Pfam"	"PF02134.13"	"UBACT"	"Repeat in ubiquitin-activating (UBA) protein"
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7	"Pfam"	"PF09358.2"	"UBA_e1_C"	"Ubiquitin-activating enzyme e1 C-terminal domain"
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7	"Pfam"	"PF10585.1"	"UBA_e1_thiolCys"	"Ubiquitin-activating enzyme active site"
"PITG_05690"			3337	4292694	4296030	"+"	"ubiquitin activating enzyme, E1 family, putative"	7	"Pfam"	"TIGR01408"	"Ube1"	"ubiquitin-activating enzyme E1"
"PITG_05691"			2217	4296184	4298400	"+"	"conserved hypothetical protein"	7				
"PITG_05691"			2217	4296184	4298400	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF00789.12"	"UBX"	"UBX domain"
"PITG_05691"			2217	4296184	4298400	"+"	"conserved hypothetical protein"	7	"Pfam"	"PF09409.2"	"PUB"	"PUB domain"
"PITG_05692"			3130	4298753	4301882	"-"	"histone-lysine N-methyltransferase, putative"	7				
"PITG_05692"			3130	4298753	4301882	"-"	"histone-lysine N-methyltransferase, putative"	7	"Pfam"	"PF00628.21"	"PHD"	"PHD-finger"
"PITG_05692"			3130	4298753	4301882	"-"	"histone-lysine N-methyltransferase, putative"	7	"Pfam"	"PF00856.20"	"SET"	"SET domain"
"PITG_05693"			533	4324247	4324779	"+"	"conserved hypothetical protein"	7				
"PITG_05694"			602	4332216	4332817	"-"	"transcription elongation factor SPT4"	7				
"PITG_05694"			602	4332216	4332817	"-"	"transcription elongation factor SPT4"	7	"Pfam"	"PF06093.5"	"Spt4"	"Transcription elongation protein Spt4"
"PITG_05696"			1216	4369803	4371018	"-"	"NAD-dependent glycerol-3-phosphate dehydrogenase"	7				
"PITG_05696"			1216	4369803	4371018	"-"	"NAD-dependent glycerol-3-phosphate dehydrogenase"	7	"Pfam"	"PF01210.15"	"NAD_Gly3P_dh_N"	"NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus"
"PITG_05696"			1216	4369803	4371018	"-"	"NAD-dependent glycerol-3-phosphate dehydrogenase"	7	"Pfam"	"PF07479.6"	"NAD_Gly3P_dh_C"	"NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus"
"PITG_05697"			862	4371203	4372064	"+"	"Crinkler (CRN) family protein, pseudogene"	7				
"PITG_05698"			420	4399240	4399659	"-"	"conserved hypothetical protein"	7				
"PITG_05701"			1020	4475534	4476553	"+"	"NAD-dependent glycerol-3-phosphate dehydrogenase"	7				
"PITG_05701"			1020	4475534	4476553	"+"	"NAD-dependent glycerol-3-phosphate dehydrogenase"	7	"Pfam"	"PF01210.15"	"NAD_Gly3P_dh_N"	"NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus"
